LOC123403204_1	LOC123403204
LOC123401430_2	LOC123401430
LOC123401430_1	LOC123401430
LOC123402163_1	LOC123402163
LOC123401982_1	LOC123401982
LOC123402109_1	LOC123402109
LOC123404304_1	LOC123404304
LOC123401793_1	LOC123401793
LOC123401792_1	LOC123401792
LOC123401617_1	LOC123401617
LOC123403731_1	LOC123403731
LOC123402342_1	LOC123402342
LOC123403689_1	LOC123403689
LOC123403690_1	LOC123403690
LOC123401119_1	LOC123401119
LOC123401120_1	LOC123401120
LOC123402290_1	LOC123402290
LOC123402947_1	LOC123402947
LOC123402949_1	LOC123402949
LOC123402948_1	LOC123402948
LOC123403026_1	LOC123403026
LOC123403583_1	LOC123403583
LOC123406023_1	LOC123406023
LOC123406025_1	LOC123406025
LOC123406025_2	LOC123406025
LOC123402363_1	LOC123402363
LOC123401866_1	LOC123401866
LOC123401867_1	LOC123401867
LOC123402078_1	LOC123402078
LOC123402804_1	LOC123402804
LOC123401730_1	LOC123401730
LOC123401731_1	LOC123401731
LOC123402281_1	LOC123402281
LOC123402281_2	LOC123402281
LOC123402745_1	LOC123402745
LOC123401245_1	LOC123401245
LOC123404812_1	LOC123404812
LOC123404813_1	LOC123404813
LOC123402579_1	LOC123402579
LOC123402581_1	LOC123402581
LOC123401574_1	LOC123401574
LOC123401575_1	LOC123401575
LOC123406335_1	LOC123406335
LOC123402423_1	LOC123402423
LOC123406095_1	LOC123406095
LOC123401394_2	LOC123401394
LOC123401394_1	LOC123401394
LOC123402125_1	LOC123402125
LOC123403527_1	LOC123403527
LOC123406336_1	LOC123406336
LOC123403659_1	LOC123403659
LOC123403660_1	LOC123403660
LOC123401022_1	LOC123401022
LOC123401024_1	LOC123401024
LOC123401025_1	LOC123401025
LOC123402807_1	LOC123402807
LOC123401808_1	LOC123401808
LOC123401807_1	LOC123401807
LOC123403476_1	LOC123403476
LOC123403476_2	LOC123403476
LOC123402244_1	LOC123402244
LOC123403101_1	LOC123403101
LOC123401858_1	LOC123401858
LOC123404716_1	LOC123404716
LOC123404716_2	LOC123404716
LOC123401383_1	LOC123401383
LOC123401010_1	LOC123401010
LOC123401009_1	LOC123401009
LOC123403630_1	LOC123403630
LOC123401179_1	LOC123401179
LOC123403606_1	LOC123403606
LOC123402151_1	LOC123402151
LOC123402152_1	LOC123402152
LOC123402153_1	LOC123402153
LOC123402783_1	LOC123402783
LOC123401615_1	LOC123401615
LOC123404045_1	LOC123404045
LOC123405501_1	LOC123405501
LOC123405964_1	LOC123405964
LOC123403917_1	LOC123403917
LOC123402381_1	LOC123402381
LOC123401629_1	LOC123401629
LOC123404258_1	LOC123404258
LOC123404177_1	LOC123404177
LOC123402720_1	LOC123402720
LOC123404772_1	LOC123404772
LOC123403961_1	LOC123403961
LOC123403962_1	LOC123403962
LOC123404094_1	LOC123404094
LOC123404031_1	LOC123404031
LOC123402444_1	LOC123402444
LOC123401652_1	LOC123401652
LOC123401912_1	LOC123401912
LOC123403853_1	LOC123403853
LOC123401941_1	LOC123401941
LOC123401473_1	LOC123401473
LOC123402974_1	LOC123402974
LOC123405631_1	LOC123405631
LOC123401184_1	LOC123401184
LOC123402502_1	LOC123402502
LOC123403534_1	LOC123403534
LOC123402268_1	LOC123402268
LOC123404165_1	LOC123404165
LOC123402245_1	LOC123402245
LOC123403747_1	LOC123403747
LOC123403348_1	LOC123403348
LOC123403357_1	LOC123403357
LOC123405273_1	LOC123405273
LOC123405274_1	LOC123405274
LOC123402476_1	LOC123402476
LOC123402776_1	LOC123402776
LOC123403979_1	LOC123403979
LOC123403978_1	LOC123403978
LOC123401030_1	LOC123401030
LOC123401035_1	LOC123401035
LOC123401057_1	LOC123401057
LOC123401058_1	LOC123401058
LOC123401059_1	LOC123401059
LOC123402798_1	LOC123402798
LOC123401377_1	LOC123401377
LOC123402222_1	LOC123402222
LOC123404134_1	LOC123404134
LOC123401897_1	LOC123401897
LOC123401898_1	LOC123401898
LOC123404271_1	LOC123404271
LOC123402913_1	LOC123402913
LOC123403270_1	LOC123403270
LOC123406277_1	LOC123406277
LOC123406279_1	LOC123406279
LOC123406278_1	LOC123406278
LOC123406281_1	LOC123406281
LOC123406280_1	LOC123406280
LOC123401975_1	LOC123401975
LOC123403413_1	LOC123403413
LOC123403435_1	LOC123403435
LOC123402115_1	LOC123402115
LOC123403721_1	LOC123403721
LOC123402563_1	LOC123402563
LOC123404794_1	LOC123404794
LOC123401036_1	LOC123401036
LOC123404247_1	LOC123404247
LOC123404245_1	LOC123404245
LOC123403596_1	LOC123403596
LOC123401919_1	LOC123401919
LOC123402986_2	LOC123402986
LOC123402986_1	LOC123402986
LOC123402340_1	LOC123402340
LOC123406361_2	LOC123406361
LOC123406361_1	LOC123406361
LOC123401251_1	LOC123401251
LOC123403010_1	LOC123403010
LOC123400987_1	LOC123400987
LOC123400984_1	LOC123400984
LOC123403425_1	LOC123403425
LOC123403424_1	LOC123403424
LOC123403424_2	LOC123403424
LOC123403608_1	LOC123403608
LOC123403431_1	LOC123403431
LOC123401711_1	LOC123401711
LOC123406148_1	LOC123406148
LOC123401875_1	LOC123401875
LOC123403019_1	LOC123403019
LOC123401816_1	LOC123401816
LOC123401816_2	LOC123401816
LOC123403395_1	LOC123403395
LOC123404620_1	LOC123404620
LOC123403191_1	LOC123403191
LOC123403190_1	LOC123403190
LOC123401416_1	LOC123401416
LOC123402351_1	LOC123402351
LOC123402352_1	LOC123402352
LOC123402353_1	LOC123402353
LOC123402356_1	LOC123402356
LOC123406388_1	LOC123406388
LOC123406391_1	LOC123406391
LOC123402079_1	LOC123402079
LOC123401621_1	LOC123401621
LOC123401976_1	LOC123401976
LOC123403129_1	LOC123403129
LOC123402429_1	LOC123402429
LOC123402428_1	LOC123402428
LOC123404756_1	LOC123404756
LOC123406030_1	LOC123406030
LOC123402969_1	LOC123402969
LOC123403667_1	LOC123403667
LOC123402055_1	LOC123402055
LOC123402056_1	LOC123402056
LOC123401915_1	LOC123401915
LOC123401916_1	LOC123401916
LOC123403263_1	LOC123403263
LOC123403091_1	LOC123403091
LOC123403136_1	LOC123403136
LOC123403216_1	LOC123403216
LOC123403127_1	LOC123403127
LOC123403146_1	LOC123403146
LOC123402220_1	LOC123402220
LOC123402440_1	LOC123402440
LOC123402214_1	LOC123402214
LOC123401886_1	LOC123401886
LOC123402472_1	LOC123402472
LOC123402843_1	LOC123402843
LOC123403420_1	LOC123403420
LOC123401521_1	LOC123401521
LOC123403195_1	LOC123403195
LOC123403194_1	LOC123403194
LOC123403196_1	LOC123403196
LOC123402663_1	LOC123402663
LOC123402665_1	LOC123402665
LOC123401429_1	LOC123401429
LOC123403439_1	LOC123403439
LOC123401198_1	LOC123401198
LOC123401199_1	LOC123401199
LOC123401718_1	LOC123401718
LOC123401908_1	LOC123401908
LOC123401906_1	LOC123401906
LOC123402022_1	LOC123402022
LOC123402468_1	LOC123402468
LOC123406270_1	LOC123406270
LOC123406271_1	LOC123406271
LOC123402372_1	LOC123402372
LOC123402482_1	LOC123402482
LOC123403000_1	LOC123403000
LOC123402527_1	LOC123402527
LOC123403033_1	LOC123403033
LOC123402474_1	LOC123402474
LOC123403656_1	LOC123403656
LOC123403168_1	LOC123403168
LOC123401856_1	LOC123401856
LOC123402980_2	LOC123402980
LOC123402980_1	LOC123402980
LOC123401888_1	LOC123401888
LOC123402524_1	LOC123402524
LOC123402524_2	LOC123402524
LOC123404999_1	LOC123404999
LOC123405001_1	LOC123405001
LOC123402419_1	LOC123402419
LOC123401269_1	LOC123401269
LOC123401267_1	LOC123401267
LOC123402749_1	LOC123402749
LOC123403739_1	LOC123403739
LOC123403601_1	LOC123403601
LOC123402736_1	LOC123402736
LOC123403070_1	LOC123403070
LOC123403210_1	LOC123403210
LOC123402280_1	LOC123402280
LOC123401243_1	LOC123401243
LOC123401474_1	LOC123401474
LOC123403369_1	LOC123403369
LOC123401436_1	LOC123401436
LOC123404996_1	LOC123404996
LOC123401934_1	LOC123401934
LOC123401934_2	LOC123401934
LOC123401423_1	LOC123401423
LOC123401801_1	LOC123401801
LOC123401784_1	LOC123401784
LOC123403061_1	LOC123403061
LOC123401786_1	LOC123401786
LOC123406208_1	LOC123406208
LOC123401833_1	LOC123401833
LOC123403090_1	LOC123403090
LOC123401180_1	LOC123401180
LOC123404101_1	LOC123404101
LOC123404606_1	LOC123404606
LOC123403415_1	LOC123403415
LOC123401542_1	LOC123401542
LOC123402618_1	LOC123402618
LOC123402490_1	LOC123402490
LOC123404426_1	LOC123404426
LOC123402021_1	LOC123402021
LOC123405154_1	LOC123405154
LOC123400973_1	LOC123400973
LOC123402189_1	LOC123402189
LOC123402478_1	LOC123402478
LOC123404053_1	LOC123404053
LOC123401764_1	LOC123401764
LOC123402458_1	LOC123402458
LOC123401861_2	LOC123401861
LOC123401861_1	LOC123401861
LOC123402523_1	LOC123402523
LOC123402522_1	LOC123402522
LOC123401926_1	LOC123401926
LOC123401848_1	LOC123401848
LOC123401107_1	LOC123401107
LOC123402583_1	LOC123402583
LOC123402540_1	LOC123402540
LOC123402184_1	LOC123402184
LOC123402518_1	LOC123402518
LOC123404036_1	LOC123404036
LOC123403217_1	LOC123403217
LOC123402385_1	LOC123402385
LOC123402659_1	LOC123402659
LOC123403879_2	LOC123403879
LOC123403879_1	LOC123403879
LOC123401462_1	LOC123401462
LOC123404608_1	LOC123404608
LOC123403693_1	LOC123403693
LOC123401669_1	LOC123401669
LOC123400979_1	LOC123400979
LOC123400978_1	LOC123400978
LOC123403997_1	LOC123403997
LOC123404568_1	LOC123404568
LOC123404320_1	LOC123404320
LOC123400959_1	LOC123400959
LOC123403269_1	LOC123403269
LOC123404395_1	LOC123404395
LOC123403859_1	LOC123403859
LOC123402912_1	LOC123402912
LOC123402865_1	LOC123402865
LOC123401000_1	LOC123401000
LOC123401001_1	LOC123401001
LOC123402730_1	LOC123402730
LOC123402332_1	LOC123402332
LOC123402331_1	LOC123402331
LOC123402329_1	LOC123402329
LOC123403796_1	LOC123403796
LOC123402412_1	LOC123402412
LOC123402411_1	LOC123402411
LOC123401805_1	LOC123401805
LOC123402224_1	LOC123402224
LOC123403205_1	LOC123403205
LOC123403206_1	LOC123403206
LOC123406214_1	LOC123406214
LOC123401012_1	LOC123401012
LOC123404273_1	LOC123404273
LOC123402110_1	LOC123402110
LOC123402589_1	LOC123402589
LOC123405710_1	LOC123405710
LOC123404349_1	LOC123404349
LOC123401603_1	LOC123401603
LOC123405954_1	LOC123405954
LOC123405955_1	LOC123405955
LOC123404455_1	LOC123404455
LOC123403916_1	LOC123403916
LOC123401740_1	LOC123401740
LOC123402706_1	LOC123402706
LOC123402559_1	LOC123402559
LOC123403555_2	LOC123403555
LOC123403555_1	LOC123403555
LOC123402560_1	LOC123402560
LOC123402169_1	LOC123402169
LOC123404413_1	LOC123404413
LOC123403375_1	LOC123403375
LOC123402859_1	LOC123402859
LOC123404113_1	LOC123404113
LOC123404114_1	LOC123404114
LOC123402117_1	LOC123402117
LOC123402316_1	LOC123402316
LOC123403081_1	LOC123403081
LOC123402716_1	LOC123402716
LOC123404037_1	LOC123404037
LOC123401284_1	LOC123401284
LOC123406085_1	LOC123406085
LOC123406079_1	LOC123406079
LOC123403736_1	LOC123403736
LOC123404545_1	LOC123404545
LOC123401759_1	LOC123401759
LOC123404486_1	LOC123404486
LOC123403837_1	LOC123403837
LOC123402132_1	LOC123402132
LOC123403954_1	LOC123403954
LOC123401511_1	LOC123401511
LOC123403515_1	LOC123403515
LOC123402879_1	LOC123402879
LOC123402309_1	LOC123402309
LOC123401802_1	LOC123401802
LOC123406254_1	LOC123406254
LOC123406255_1	LOC123406255
LOC123406256_1	LOC123406256
LOC123404106_1	LOC123404106
LOC123401910_1	LOC123401910
LOC123401909_1	LOC123401909
LOC123403992_1	LOC123403992
LOC123403993_1	LOC123403993
LOC123404289_1	LOC123404289
LOC123404288_1	LOC123404288
LOC123402121_1	LOC123402121
LOC123401516_1	LOC123401516
LOC123402602_1	LOC123402602
LOC123401043_1	LOC123401043
LOC123401831_1	LOC123401831
LOC123401832_1	LOC123401832
LOC123402270_1	LOC123402270
LOC123405733_1	LOC123405733
LOC123401891_1	LOC123401891
LOC123404721_1	LOC123404721
LOC123404722_1	LOC123404722
LOC123404385_1	LOC123404385
LOC123403094_1	LOC123403094
LOC123401475_1	LOC123401475
LOC123401679_1	LOC123401679
LOC123404484_1	LOC123404484
LOC123404350_1	LOC123404350
LOC123402314_1	LOC123402314
LOC123402650_1	LOC123402650
LOC123401871_1	LOC123401871
LOC123401872_1	LOC123401872
LOC123403365_1	LOC123403365
LOC123401404_1	LOC123401404
LOC123401892_1	LOC123401892
LOC123403898_1	LOC123403898
LOC123404673_1	LOC123404673
LOC123404675_1	LOC123404675
LOC123401743_1	LOC123401743
LOC123402848_1	LOC123402848
LOC123405738_1	LOC123405738
LOC123402066_1	LOC123402066
LOC123402067_1	LOC123402067
LOC123402649_1	LOC123402649
LOC123402621_1	LOC123402621
LOC123402236_1	LOC123402236
LOC123404072_1	LOC123404072
LOC123404069_1	LOC123404069
LOC123404073_1	LOC123404073
LOC123404070_1	LOC123404070
LOC123402854_1	LOC123402854
LOC123402571_1	LOC123402571
LOC123402572_1	LOC123402572
LOC123400998_1	LOC123400998
LOC123402731_1	LOC123402731
LOC123401952_1	LOC123401952
LOC123400969_1	LOC123400969
LOC123400971_1	LOC123400971
LOC123400970_1	LOC123400970
LOC123402681_1	LOC123402681
LOC123402682_1	LOC123402682
LOC123402402_1	LOC123402402
LOC123404583_1	LOC123404583
LOC123402999_1	LOC123402999
LOC123401272_1	LOC123401272
LOC123403625_1	LOC123403625
LOC123401320_1	LOC123401320
LOC123401321_1	LOC123401321
LOC123402598_1	LOC123402598
LOC123403553_1	LOC123403553
LOC123401773_1	LOC123401773
LOC123401774_1	LOC123401774
LOC123401543_1	LOC123401543
LOC123402704_1	LOC123402704
LOC123404472_1	LOC123404472
LOC123403633_1	LOC123403633
LOC123405530_1	LOC123405530
LOC123403683_1	LOC123403683
LOC123403641_1	LOC123403641
LOC123401853_1	LOC123401853
LOC123401721_1	LOC123401721
LOC123403172_1	LOC123403172
LOC123401571_1	LOC123401571
LOC123404693_1	LOC123404693
LOC123401964_1	LOC123401964
LOC123401623_1	LOC123401623
LOC123403125_1	LOC123403125
LOC123403126_1	LOC123403126
LOC123400953_1	LOC123400953
LOC123401192_1	LOC123401192
LOC123401193_1	LOC123401193
LOC123402646_1	LOC123402646
LOC123403212_1	LOC123403212
LOC123404325_1	LOC123404325
LOC123404199_1	LOC123404199
LOC123401659_1	LOC123401659
LOC123404591_1	LOC123404591
LOC123404647_1	LOC123404647
LOC123404479_1	LOC123404479
LOC123404007_1	LOC123404007
LOC123401824_1	LOC123401824
LOC123402366_1	LOC123402366
LOC123402366_2	LOC123402366
LOC123402781_1	LOC123402781
LOC123402190_1	LOC123402190
LOC123406205_1	LOC123406205
LOC123403436_1	LOC123403436
LOC123402890_1	LOC123402890
LOC123402907_1	LOC123402907
LOC123402908_1	LOC123402908
LOC123402700_1	LOC123402700
LOC123401977_1	LOC123401977
LOC123401971_1	LOC123401971
LOC123402679_1	LOC123402679
LOC123406346_1	LOC123406346
LOC123402041_1	LOC123402041
LOC123402857_1	LOC123402857
LOC123401296_1	LOC123401296
LOC123402318_1	LOC123402318
LOC123402624_1	LOC123402624
LOC123403251_1	LOC123403251
LOC123404736_1	LOC123404736
LOC123402985_1	LOC123402985
LOC123402712_1	LOC123402712
LOC123405775_1	LOC123405775
LOC123402705_1	LOC123402705
LOC123401439_1	LOC123401439
LOC123401440_1	LOC123401440
LOC123404003_1	LOC123404003
LOC123404004_1	LOC123404004
LOC123401510_1	LOC123401510
LOC123406380_1	LOC123406380
LOC123406092_1	LOC123406092
LOC123402773_1	LOC123402773
LOC123404544_1	LOC123404544
LOC123402977_1	LOC123402977
LOC123401172_1	LOC123401172
LOC123401607_1	LOC123401607
LOC123401618_1	LOC123401618
LOC123403023_1	LOC123403023
LOC123403141_1	LOC123403141
LOC123402393_1	LOC123402393
LOC123401233_1	LOC123401233
LOC123401379_1	LOC123401379
LOC123401564_1	LOC123401564
LOC123405588_1	LOC123405588
LOC123406209_1	LOC123406209
LOC123406210_1	LOC123406210
LOC123401826_1	LOC123401826
LOC123404225_1	LOC123404225
LOC123404226_1	LOC123404226
LOC123403707_1	LOC123403707
LOC123404804_2	LOC123404804
LOC123404804_1	LOC123404804
LOC123406332_1	LOC123406332
LOC123406333_1	LOC123406333
LOC123403664_1	LOC123403664
LOC123403990_1	LOC123403990
LOC123404494_1	LOC123404494
LOC123404618_2	LOC123404618
LOC123404618_1	LOC123404618
LOC123404638_1	LOC123404638
LOC123404639_1	LOC123404639
LOC123401920_1	LOC123401920
LOC123402911_1	LOC123402911
LOC123406139_1	LOC123406139
LOC123405936_1	LOC123405936
LOC123405935_1	LOC123405935
LOC123405934_1	LOC123405934
LOC123404469_1	LOC123404469
LOC123401208_1	LOC123401208
LOC123401209_1	LOC123401209
LOC123402833_1	LOC123402833
LOC123402127_1	LOC123402127
LOC123402993_1	LOC123402993
LOC123402994_1	LOC123402994
LOC123406315_1	LOC123406315
LOC123406316_1	LOC123406316
LOC123402692_1	LOC123402692
LOC123403261_1	LOC123403261
LOC123402743_1	LOC123402743
LOC123406275_1	LOC123406275
LOC123401197_1	LOC123401197
LOC123403950_1	LOC123403950
LOC123402459_1	LOC123402459
LOC123403714_1	LOC123403714
LOC123403467_1	LOC123403467
LOC123403467_2	LOC123403467
LOC123403468_1	LOC123403468
LOC123403450_1	LOC123403450
LOC123403640_1	LOC123403640
LOC123402826_1	LOC123402826
LOC123405009_1	LOC123405009
LOC123403744_1	LOC123403744
LOC123404652_1	LOC123404652
LOC123401610_1	LOC123401610
LOC123401609_1	LOC123401609
LOC123405803_1	LOC123405803
LOC123403307_1	LOC123403307
LOC123404481_1	LOC123404481
LOC123403694_1	LOC123403694
LOC123402786_1	LOC123402786
LOC123401034_1	LOC123401034
LOC123401330_1	LOC123401330
LOC123401328_1	LOC123401328
LOC123401628_1	LOC123401628
LOC123401627_1	LOC123401627
LOC123404390_1	LOC123404390
LOC123401958_1	LOC123401958
LOC123402747_2	LOC123402747
LOC123402747_1	LOC123402747
LOC123403256_1	LOC123403256
LOC123401252_1	LOC123401252
LOC123404831_1	LOC123404831
LOC123405810_1	LOC123405810
LOC123402479_1	LOC123402479
LOC123405962_1	LOC123405962
LOC123401405_1	LOC123401405
LOC123402936_1	LOC123402936
LOC123402556_1	LOC123402556
LOC123402558_1	LOC123402558
LOC123401706_1	LOC123401706
LOC123401705_1	LOC123401705
LOC123400977_1	LOC123400977
LOC123405448_1	LOC123405448
LOC123405448_2	LOC123405448
LOC123401880_1	LOC123401880
LOC123403108_1	LOC123403108
LOC123401723_1	LOC123401723
LOC123402662_1	LOC123402662
LOC123403753_1	LOC123403753
LOC123402751_1	LOC123402751
LOC123402628_1	LOC123402628
LOC123403227_1	LOC123403227
LOC123401211_1	LOC123401211
LOC123405820_1	LOC123405820
LOC123404251_1	LOC123404251
LOC123405941_1	LOC123405941
LOC123405942_1	LOC123405942
LOC123405943_1	LOC123405943
LOC123403234_1	LOC123403234
LOC123402566_1	LOC123402566
LOC123402784_1	LOC123402784
LOC123402813_1	LOC123402813
LOC123403170_1	LOC123403170
LOC123403549_1	LOC123403549
LOC123404035_1	LOC123404035
LOC123402606_1	LOC123402606
LOC123402810_1	LOC123402810
LOC123403237_1	LOC123403237
LOC123404312_1	LOC123404312
LOC123402608_1	LOC123402608
LOC123401194_1	LOC123401194
LOC123401195_1	LOC123401195
LOC123401727_1	LOC123401727
LOC123401697_1	LOC123401697
LOC123404757_1	LOC123404757
LOC123404567_1	LOC123404567
LOC123402179_1	LOC123402179
LOC123402392_1	LOC123402392
LOC123403100_1	LOC123403100
LOC123405829_1	LOC123405829
LOC123401076_1	LOC123401076
LOC123401667_1	LOC123401667
LOC123403409_1	LOC123403409
LOC123401345_1	LOC123401345
LOC123402400_2	LOC123402400
LOC123402400_1	LOC123402400
LOC123404409_1	LOC123404409
LOC123401260_1	LOC123401260
LOC123402840_1	LOC123402840
LOC123401795_1	LOC123401795
LOC123404415_1	LOC123404415
LOC123402250_1	LOC123402250
LOC123402249_1	LOC123402249
LOC123401811_1	LOC123401811
LOC123406266_1	LOC123406266
LOC123404582_1	LOC123404582
LOC123406160_1	LOC123406160
LOC123406159_1	LOC123406159
LOC123406162_1	LOC123406162
LOC123406162_2	LOC123406162
LOC123406163_1	LOC123406163
LOC123406165_1	LOC123406165
LOC123406166_1	LOC123406166
LOC123406171_1	LOC123406171
LOC123406169_1	LOC123406169
LOC123402545_1	LOC123402545
LOC123401196_2	LOC123401196
LOC123401196_1	LOC123401196
LOC123403901_1	LOC123403901
LOC123400966_1	LOC123400966
LOC123402797_1	LOC123402797
LOC123404490_1	LOC123404490
LOC123404491_1	LOC123404491
LOC123404492_1	LOC123404492
LOC123403309_1	LOC123403309
LOC123403305_1	LOC123403305
LOC123403107_1	LOC123403107
LOC123406197_2	LOC123406197
LOC123406197_1	LOC123406197
LOC123401226_1	LOC123401226
LOC123400960_1	LOC123400960
LOC123403584_1	LOC123403584
LOC123403584_2	LOC123403584
LOC123401512_1	LOC123401512
LOC123401789_1	LOC123401789
LOC123402767_1	LOC123402767
LOC123403258_1	LOC123403258
LOC123403677_1	LOC123403677
LOC123403678_1	LOC123403678
LOC123402508_1	LOC123402508
LOC123401749_1	LOC123401749
LOC123401748_1	LOC123401748
LOC123404178_1	LOC123404178
LOC123405843_1	LOC123405843
LOC123402192_1	LOC123402192
LOC123400981_1	LOC123400981
LOC123401038_1	LOC123401038
LOC123404022_1	LOC123404022
LOC123403280_1	LOC123403280
LOC123404330_1	LOC123404330
LOC123404331_1	LOC123404331
LOC123400990_1	LOC123400990
LOC123402477_1	LOC123402477
LOC123401566_1	LOC123401566
LOC123401406_1	LOC123401406
LOC123401407_1	LOC123401407
LOC123403410_1	LOC123403410
LOC123403868_1	LOC123403868
LOC123401371_1	LOC123401371
LOC123401373_1	LOC123401373
LOC123402531_1	LOC123402531
LOC123405514_1	LOC123405514
LOC123404275_1	LOC123404275
LOC123401301_1	LOC123401301
LOC123406370_1	LOC123406370
LOC123403432_1	LOC123403432
LOC123403894_1	LOC123403894
LOC123405852_1	LOC123405852
LOC123401588_1	LOC123401588
LOC123401590_1	LOC123401590
LOC123401457_1	LOC123401457
LOC123401458_1	LOC123401458
LOC123401459_1	LOC123401459
LOC123401763_1	LOC123401763
LOC123402139_1	LOC123402139
LOC123402138_1	LOC123402138
LOC123402137_1	LOC123402137
LOC123402136_1	LOC123402136
LOC123401561_1	LOC123401561
LOC123401560_1	LOC123401560
LOC123402587_1	LOC123402587
LOC123403874_1	LOC123403874
LOC123402060_1	LOC123402060
LOC123405858_1	LOC123405858
LOC123404598_1	LOC123404598
LOC123404599_1	LOC123404599
LOC123404683_1	LOC123404683
LOC123403988_1	LOC123403988
LOC123403989_1	LOC123403989
LOC123401506_1	LOC123401506
LOC123401507_1	LOC123401507
LOC123401508_1	LOC123401508
LOC123403038_1	LOC123403038
LOC123401074_1	LOC123401074
LOC123403991_1	LOC123403991
LOC123404197_1	LOC123404197
LOC123401237_1	LOC123401237
LOC123402738_1	LOC123402738
LOC123405873_1	LOC123405873
LOC123401676_1	LOC123401676
LOC123401678_1	LOC123401678
LOC123403186_1	LOC123403186
LOC123403187_1	LOC123403187
LOC123403178_1	LOC123403178
LOC123405979_1	LOC123405979
LOC123405978_1	LOC123405978
LOC123405875_1	LOC123405875
LOC123402550_1	LOC123402550
LOC123402671_1	LOC123402671
LOC123402674_1	LOC123402674
LOC123402680_1	LOC123402680
LOC123403617_1	LOC123403617
LOC123404055_1	LOC123404055
LOC123403833_1	LOC123403833
LOC123402217_1	LOC123402217
LOC123402217_2	LOC123402217
LOC123402219_1	LOC123402219
LOC123402782_1	LOC123402782
LOC123401088_1	LOC123401088
LOC123403438_1	LOC123403438
LOC123403400_1	LOC123403400
LOC123406344_1	LOC123406344
LOC123406244_1	LOC123406244
LOC123403265_1	LOC123403265
LOC123402800_1	LOC123402800
LOC123401913_1	LOC123401913
LOC123404209_1	LOC123404209
LOC123404210_1	LOC123404210
LOC123403224_1	LOC123403224
LOC123403223_1	LOC123403223
LOC123404123_1	LOC123404123
LOC123404125_1	LOC123404125
LOC123401126_1	LOC123401126
LOC123401127_1	LOC123401127
LOC123406375_1	LOC123406375
LOC123401389_1	LOC123401389
LOC123403004_1	LOC123403004
LOC123401943_1	LOC123401943
LOC123403956_1	LOC123403956
LOC123402013_1	LOC123402013
LOC123404338_1	LOC123404338
LOC123404340_1	LOC123404340
LOC123403848_1	LOC123403848
LOC123403611_1	LOC123403611
LOC123401045_1	LOC123401045
LOC123401046_1	LOC123401046
LOC123402923_1	LOC123402923
LOC123402924_1	LOC123402924
LOC123401399_1	LOC123401399
LOC123401447_1	LOC123401447
LOC123403968_1	LOC123403968
LOC123402941_1	LOC123402941
LOC123402939_1	LOC123402939
LOC123404185_1	LOC123404185
LOC123405900_1	LOC123405900
LOC123403544_1	LOC123403544
LOC123403546_1	LOC123403546
LOC123406364_1	LOC123406364
LOC123402696_1	LOC123402696
LOC123405901_1	LOC123405901
LOC123402976_1	LOC123402976
LOC123401608_1	LOC123401608
LOC123404111_1	LOC123404111
LOC123404537_1	LOC123404537
LOC123402156_1	LOC123402156
LOC123402895_1	LOC123402895
LOC123404193_1	LOC123404193
LOC123401647_1	LOC123401647
LOC123401648_1	LOC123401648
LOC123401309_1	LOC123401309
LOC123401021_1	LOC123401021
LOC123401632_1	LOC123401632
LOC123401637_1	LOC123401637
LOC123403053_1	LOC123403053
LOC123402097_1	LOC123402097
LOC123402098_1	LOC123402098
LOC123402875_1	LOC123402875
LOC123406320_1	LOC123406320
LOC123406323_1	LOC123406323
LOC123406327_1	LOC123406327
LOC123406325_1	LOC123406325
LOC123406329_1	LOC123406329
LOC123406326_1	LOC123406326
LOC123404284_1	LOC123404284
LOC123401746_1	LOC123401746
LOC123406152_1	LOC123406152
LOC123406150_1	LOC123406150
LOC123406151_1	LOC123406151
LOC123401254_1	LOC123401254
LOC123401777_1	LOC123401777
LOC123404052_1	LOC123404052
LOC123404524_1	LOC123404524
LOC123406248_1	LOC123406248
LOC123406249_1	LOC123406249
LOC123406250_1	LOC123406250
LOC123404737_1	LOC123404737
LOC123404630_1	LOC123404630
LOC123403220_1	LOC123403220
LOC123404272_1	LOC123404272
LOC123402087_1	LOC123402087
LOC123402086_1	LOC123402086
LOC123404148_1	LOC123404148
LOC123403865_1	LOC123403865
LOC123404144_1	LOC123404144
LOC123401702_1	LOC123401702
LOC123403096_1	LOC123403096
LOC123402777_1	LOC123402777
LOC123406029_1	LOC123406029
LOC123405913_1	LOC123405913
LOC123402451_1	LOC123402451
LOC123402092_1	LOC123402092
LOC123402094_1	LOC123402094
LOC123402227_1	LOC123402227
LOC123404586_1	LOC123404586
LOC123401137_1	LOC123401137
LOC123406064_1	LOC123406064
LOC123405917_1	LOC123405917
LOC123401124_1	LOC123401124
LOC123405920_1	LOC123405920
LOC123404135_1	LOC123404135
LOC123403501_1	LOC123403501
LOC123403502_1	LOC123403502
LOC123403503_1	LOC123403503
LOC123401242_1	LOC123401242
LOC123402856_1	LOC123402856
LOC123401257_1	LOC123401257
LOC123406006_1	LOC123406006
LOC123401448_1	LOC123401448
LOC123401133_1	LOC123401133
LOC123401132_1	LOC123401132
LOC123403938_1	LOC123403938
LOC123403937_1	LOC123403937
LOC123402413_1	LOC123402413
LOC123402788_1	LOC123402788
LOC123401151_1	LOC123401151
LOC123401153_1	LOC123401153
LOC123404441_1	LOC123404441
LOC123404119_1	LOC123404119
LOC123401750_1	LOC123401750
